Date,Time,RTT
20240413,17:11:09,128.0
20240413,17:11:10,128.0
20240413,17:11:10,117.0
20240413,17:11:11,127.0
20240413,17:11:11,125.0
20240413,17:11:12,125.0
20240413,17:11:12,120.0
20240413,17:11:13,129.0
20240413,17:11:13,127.0
20240413,17:11:14,125.0
20240413,17:11:14,123.0
20240413,17:11:15,131.0
20240413,17:11:15,120.0
20240413,17:11:16,130.0
20240413,17:11:16,119.0
20240413,17:11:17,131.0
20240413,17:11:17,127.0
20240413,17:11:18,127.0
20240413,17:11:18,127.0
20240413,17:11:19,135.0
20240412,19:33:09,118.0
20240412,19:33:10,128.0
20240412,19:33:10,125.0
20240412,19:33:11,125.0
20240412,19:33:11,133.0
20240412,19:33:12,137.0
20240412,19:33:12,122.0
20240412,19:33:13,163.0
20240412,19:33:13,131.0
20240412,19:33:14,113.0
20240412,19:33:14,120.0
20240412,19:33:15,141.0
20240412,19:33:15,128.0
20240412,19:33:16,129.0
20240412,19:33:16,127.0
20240412,19:33:17,138.0
20240412,19:33:17,128.0
20240412,19:33:18,139.0
20240412,19:33:18,125.0
20240412,19:33:19,135.0
20240413,17:02:20,134.0
20240413,17:02:21,155.0
20240413,17:02:21,139.0
20240413,17:02:22,137.0
20240413,17:02:22,137.0
20240413,17:02:23,134.0
20240413,17:02:23,134.0
20240413,17:02:24,144.0
20240413,17:02:24,130.0
20240413,17:02:25,139.0
20240413,17:02:25,142.0
20240413,17:02:26,145.0
20240413,17:02:26,135.0
20240413,17:02:27,135.0
20240413,17:02:27,147.0
20240413,17:02:28,155.0
20240413,17:02:28,128.0
20240413,17:02:29,138.0
20240413,17:02:29,147.0
20240413,17:02:30,142.0
20240413,18:37:09,141.0
20240413,18:37:10,164.0
20240413,18:37:10,164.0
20240413,18:37:11,146.0
20240413,18:37:11,156.0
20240413,18:37:12,150.0
20240413,18:37:12,150.0
20240413,18:37:13,148.0
20240413,18:37:13,148.0
20240413,18:37:14,156.0
20240413,18:37:14,145.0
20240413,18:37:15,154.0
20240413,18:37:15,152.0
20240413,18:37:16,144.0
20240413,18:37:16,149.0
20240413,18:37:17,140.0
20240413,18:37:17,158.0
20240413,18:37:18,148.0
20240413,18:37:18,145.0
20240413,18:37:19,164.0
20240413,17:15:15,134.0
20240413,17:15:16,129.0
20240413,17:15:16,127.0
20240413,17:15:17,129.0
20240413,17:15:17,125.0
20240413,17:15:18,124.0
20240413,17:15:18,130.0
20240413,17:15:19,120.0
20240413,17:15:19,127.0
20240413,17:15:20,125.0
20240413,17:15:20,123.0
20240413,17:15:21,130.0
20240413,17:15:21,130.0
20240413,17:15:22,133.0
20240413,17:15:22,124.0
20240413,17:15:23,145.0
20240413,17:15:23,129.0
20240413,17:15:24,121.0
20240413,17:15:24,119.0
20240413,17:15:25,130.0
20240412,19:43:48,125.0
20240412,19:43:49,125.0
20240412,19:43:49,123.0
